,path,label,laplacian,laplacian_ms,gradient_magnitude,gradient_magnitude_ms,frequency_based_numpy,frequency_based_numpy_ms,frequency_based_numba,frequency_based_numba_ms,frequency_based_scipy,frequency_based_scipy_ms,edge_based,edge_based_ms,0
0,fin_dataset_last/blur/all/M240TP799_CH0820211206220012_13000.jpg,1,457.777868579854,4.099130630493164,11.962072020531904,7.626771926879883,2820.2191004642814,17.25029945373535,2820.219100464306,3522.113084793091,7.373563727062801,12.356758117675781,3.5228515625,0.6361007690429688,1
1,fin_dataset_last/blur/all/M240TP799_CH0820211206231848_4000.jpg,1,354.0785009500716,1.8932819366455078,13.785491524080928,4.220485687255859,2985.703356616297,8.156061172485352,2985.703356616219,12.048006057739258,7.408162742619691,9.182453155517578,3.98271484375,0.47779083251953125,1
2,fin_dataset_last/blur/all/M240TP799_CH0820211206133010_15000.jpg,1,441.3689338250796,1.8572807312011719,12.844384582314785,4.392147064208984,2659.256207484322,8.292198181152344,2659.2562074843177,11.867284774780273,7.309186403303595,8.838653564453125,2.950927734375,0.43463706970214844,1
3,fin_dataset_last/blur/all/M240TP799_CH0820211206211532_12500.jpg,1,470.5303661722715,1.8820762634277344,12.203794975773182,4.432439804077148,2684.103170723369,8.07952880859375,2684.103170723352,11.623144149780273,7.354688320440174,9.070396423339844,3.106982421875,0.54168701171875,1
4,fin_dataset_last/blur/all/0000000000000000-211213-080554-105452-000007000510_35900.jpg,1,946.3173702960551,1.941680908203125,10.978280222187964,4.160642623901367,3634.9873243388984,8.052825927734375,3634.9873243388865,11.669158935546875,7.784749477438148,9.099960327148438,1.72158203125,0.4706382751464844,1
5,fin_dataset_last/blur/all/0000000000000000-211213-080554-105452-000007000510_75400.jpg,1,788.9933577257686,1.8494129180908203,9.865030157883186,4.156351089477539,3594.484551498776,8.38780403137207,3594.484551498789,12.114286422729492,7.793380081962853,8.69131088256836,1.600390625,0.4131793975830078,1
6,fin_dataset_last/blur/all/M240TP799_CH0820211206181526_18500.jpg,1,439.995623654514,1.9538402557373047,12.13700690002872,4.461050033569336,2787.3406933747365,8.163690567016602,2787.3406933747606,11.722087860107422,7.368684848073033,8.974552154541016,3.42490234375,0.47469139099121094,1
7,fin_dataset_last/blur/all/M240TP799_CH0820211206114530_18000.jpg,1,960.0346451853014,1.932382583618164,22.11122101262418,4.243373870849609,2962.249065834976,7.999897003173828,2962.2490658349693,11.702775955200195,7.3510994591550665,9.109258651733398,5.56484375,0.45990943908691406,1
8,fin_dataset_last/blur/all/M240TP799_CH0820211206100019_16000.jpg,1,521.6981803161199,1.8527507781982422,15.9120254035992,4.155874252319336,2769.2135403026937,8.386850357055664,2769.213540302631,12.037515640258789,7.323952598827568,8.656024932861328,3.023974609375,0.4611015319824219,1
9,fin_dataset_last/blur/all/M240TP799_CH0820211206111524_0.jpg,1,571.5575205684661,1.8465518951416016,13.329503106736407,4.261970520019531,2781.447199733499,8.006572723388672,2781.4471997333594,11.721611022949219,7.331177701115567,9.088754653930664,3.087060546875,0.5211830139160156,1
